Brand,Year,Gender,Seller_Type,Transmission,Owner,Mileage,Engine_CC,Power_bhp,Price
Ford,2015,Female,Trustmark Dealer,Automatic,First Owner,10.06,3018,150.1,973676
Maruti,2019,Male,Dealer,Manual,Third Owner,20.11,2140,105,333180
Honda,2005,Female,Individual,Automatic,First Owner,20.11,1343,113.8,316279
Honda,2008,Female,Individual,Manual,Second Owner,15.45,2314,88,728632
Toyota,2020,Female,Individual,Automatic,Fourth & Above Owner,18.59,2211,,489370
Hyundai,2012,Female,Dealer,Manual,First Owner,7.87,871,45.8,678490
Honda,2020,Male,Individual,Automatic,Second Owner,20.83,1822,116,1197895
Honda,2007,Male,Trustmark Dealer,Manual,First Owner,19,1331,69.5,718049
Ford,2015,Female,Trustmark Dealer,Manual,Fourth & Above Owner,17.82,3086,76.7,663651
Ford,2012,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,18.08,1376,102.6,339234
BMW,2012,Female,Individual,Manual,First Owner,19.97,1912,97.9,90006
Audi,2016,Female,Trustmark Dealer,Manual,Third Owner,17.88,2745,92.1,578236
Audi,2022,Female,Dealer,Manual,First Owner,10.5,1512,55.9,920061
Maruti,2019,Male,Dealer,Manual,Second Owner,26.79,2358,92.5,503119
Audi,2004,Male,Dealer,Manual,Third Owner,22.8,1441,,720439
Toyota,2021,Female,Dealer,Automatic,Second Owner,12.86,3437,76.7,1027949
Maruti,2020,Female,Trustmark Dealer,Manual,Second Owner,16.62,3037,122.9,1020455
BMW,2016,Male,Dealer,Manual,Third Owner,17.06,1611,68.2,728645
Ford,2008,Female,Trustmark Dealer,Manual,Fourth & Above Owner,22.32,1814,90.2,651032
Audi,2001,Female,Individual,Automatic,Second Owner,9.36,3472,128.4,144410
Hyundai,2017,Female,Trustmark Dealer,Automatic,First Owner,16,2162,73,410942
Ford,2008,Female,Trustmark Dealer,Manual,Fourth & Above Owner,,2821,116.3,515773
Toyota,2005,Male,Trustmark Dealer,Manual,Fourth & Above Owner,16.86,3476,139.4,344301
Ford,2010,Male,Trustmark Dealer,Automatic,Third Owner,16.11,2340,94.3,674536
Toyota,2005,Male,Individual,Automatic,First Owner,18.32,2661,76.8,1173494
Toyota,2005,Female,Trustmark Dealer,Manual,First Owner,15.58,1583,70.7,1055328
Toyota,2012,Female,Dealer,Automatic,Fourth & Above Owner,15,1470,122.6,673164
BMW,2010,Female,Trustmark Dealer,Manual,Second Owner,20.48,3373,121.9,833830
Toyota,2013,Female,Individual,Manual,Second Owner,19.82,3384,126.2,381419
Toyota,2001,Male,Dealer,Manual,First Owner,,1646,89.2,1039227
Hyundai,2007,Female,Dealer,Automatic,Fourth & Above Owner,17.29,2041,115.9,131410
Maruti,2002,Male,Individual,Manual,Fourth & Above Owner,15.71,2077,88.8,873848
Honda,2022,Female,Trustmark Dealer,Manual,Fourth & Above Owner,17.52,2184,67.9,748677
Maruti,2020,Male,Trustmark Dealer,Automatic,Third Owner,20,2564,118.1,373242
Toyota,2002,Female,Trustmark Dealer,Manual,First Owner,9.29,,130.8,537364
Hyundai,2000,Male,Individual,Manual,First Owner,19.58,,64.5,259724
Ford,2018,Male,Individual,Manual,Second Owner,19.24,3159,64,272508
Hyundai,2017,Female,Dealer,Automatic,Second Owner,18.25,2465,91,122684
Toyota,2016,Female,Trustmark Dealer,Automatic,First Owner,17.4,1590,113.9,830254
Hyundai,2019,Female,Trustmark Dealer,Manual,First Owner,7.74,2476,61.7,961603
Audi,2012,Male,Individual,Automatic,Second Owner,,2224,95.7,-48542
Hyundai,2002,Female,Individual,Manual,First Owner,25.16,2040,75.2,1151492
Toyota,2000,Male,Dealer,Manual,Second Owner,18.05,826,107.5,596398
BMW,2003,Male,Trustmark Dealer,Automatic,First Owner,16.77,3269,70.1,686956
Audi,2012,Male,Dealer,Automatic,Third Owner,18.07,3348,109.3,158276
Hyundai,2016,Female,Dealer,Manual,Third Owner,19.42,3172,86,996248
Honda,2010,Female,Individual,Automatic,Fourth & Above Owner,20.64,2147,66.6,660075
Honda,2001,Female,Trustmark Dealer,Automatic,First Owner,17.08,2390,91.6,941648
Hyundai,2015,Female,Dealer,Automatic,Second Owner,19.7,2526,41.6,966257
BMW,2001,Male,Trustmark Dealer,Manual,First Owner,24.71,1084,76,1000462
Ford,2018,Female,Individual,Manual,First Owner,22.03,1912,98.4,405516
Toyota,2022,Male,Dealer,Automatic,Fourth & Above Owner,27.36,1868,45.7,537611
Honda,2018,Female,Trustmark Dealer,Manual,Second Owner,15.37,3345,25.7,416489
Ford,2015,Female,Trustmark Dealer,Manual,First Owner,24.7,1711,31.5,868529
Hyundai,2021,Male,Trustmark Dealer,Automatic,Second Owner,14.84,2614,123.2,699867
Ford,2018,Female,Individual,Manual,First Owner,19.41,,88.1,920743
Audi,2008,Male,Dealer,Automatic,Fourth & Above Owner,20.93,881,76.7,933822
Maruti,2000,Male,Dealer,Manual,Second Owner,15.96,1779,113.6,81822
Honda,2009,Female,Trustmark Dealer,Manual,First Owner,18.35,,79.9,1005231
Hyundai,2018,Female,Dealer,Automatic,Third Owner,21.64,,96.7,885258
Toyota,2000,Male,Individual,Manual,Second Owner,15.16,2625,90.6,489233
BMW,2001,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,24.68,,78.2,704938
Audi,2015,Female,Trustmark Dealer,Manual,Third Owner,12.46,2573,97.4,562899
Hyundai,2011,Male,Individual,Manual,Second Owner,25.76,2133,109.3,784817
Toyota,2007,Male,Trustmark Dealer,Manual,Second Owner,22.01,2807,85.4,488581
BMW,2022,Male,Dealer,Automatic,Second Owner,17.64,881,78.5,743678
BMW,2017,Female,Dealer,Manual,Second Owner,16.39,893,81.4,620192
Hyundai,2001,Female,Individual,Manual,First Owner,15.97,2144,32.6,470342
Audi,2012,Female,Individual,Automatic,First Owner,17.46,1142,97.1,657041
Ford,2005,Male,Dealer,Automatic,Second Owner,,3208,59.8,1411941
Ford,2020,Female,Trustmark Dealer,Manual,Fourth & Above Owner,23.02,2654,105.7,394339
BMW,2005,Female,Individual,Automatic,First Owner,25.87,1889,87.7,525017
Ford,2008,Male,Dealer,Automatic,Second Owner,18.8,1423,92.6,399566
Maruti,2015,Female,Dealer,Automatic,Second Owner,14.62,1667,107.5,431035
BMW,2010,Female,Individual,Automatic,Fourth & Above Owner,15.82,3276,66.8,844732
BMW,2006,Male,Trustmark Dealer,Manual,Fourth & Above Owner,17.27,970,99.2,814765
Toyota,2009,Female,Dealer,Automatic,Fourth & Above Owner,13.88,2582,96.7,598241
Ford,2009,Male,Trustmark Dealer,Manual,Third Owner,13.28,1377,85.4,907889
Audi,2019,Female,Dealer,Manual,Second Owner,26.39,,66.8,838033
BMW,2017,Female,Individual,Manual,Fourth & Above Owner,19.21,2315,104.9,551300
Audi,2019,Male,Dealer,Automatic,Second Owner,14.67,1857,107.6,139841
Maruti,2008,Female,Trustmark Dealer,Automatic,First Owner,21.27,800,92.8,848935
Toyota,2014,Female,Dealer,Manual,Second Owner,13.29,2998,63.2,650899
Hyundai,2003,Male,Dealer,Manual,Second Owner,13.62,1701,76.8,606667
Audi,2007,Female,Individual,Automatic,Third Owner,14.79,2607,,460186
BMW,2008,Male,Trustmark Dealer,Automatic,First Owner,24.62,3105,107.2,823395
Maruti,2012,Male,Trustmark Dealer,Manual,First Owner,16.99,1549,50.4,704549
Honda,2008,Female,Trustmark Dealer,Automatic,Third Owner,8.23,3475,75.9,528952
Maruti,2003,Female,Individual,Automatic,Fourth & Above Owner,22.84,1594,79.9,232364
Maruti,2016,Female,Trustmark Dealer,Manual,Fourth & Above Owner,16.77,2866,87.9,920379
Toyota,2015,Male,Dealer,Automatic,Second Owner,10.6,2619,57.5,781472
Hyundai,2014,Male,Trustmark Dealer,Automatic,Third Owner,16.73,2882,84.6,676621
Honda,2002,Male,Dealer,Manual,Fourth & Above Owner,20.08,1170,82.2,-197032
Ford,2019,Male,Dealer,Automatic,First Owner,19.62,3338,64.1,588632
Ford,2004,Female,Dealer,Manual,Third Owner,25.19,2854,87.1,527639
Audi,2022,Female,Individual,Automatic,Fourth & Above Owner,14.59,3396,76.5,414451
Maruti,2004,Male,Individual,Manual,First Owner,18.19,1170,102.4,826271
Toyota,2019,Male,Individual,Automatic,Third Owner,15.2,2488,67.9,814458
Toyota,2014,Male,Individual,Manual,Second Owner,11.83,1556,92.2,731047
Ford,2017,Female,Dealer,Automatic,Second Owner,,1938,69.8,911367
Audi,2014,Female,Dealer,Automatic,First Owner,19.85,2160,75,293310
Audi,2001,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,19.13,3421,97.4,463904
Audi,2012,Male,Individual,Manual,Fourth & Above Owner,,1965,,622438
Honda,2003,Male,Trustmark Dealer,Automatic,Third Owner,15.26,2308,79.6,413399
Hyundai,2009,Male,Individual,Manual,First Owner,13.98,2261,83.3,818151
Honda,2012,Female,Individual,Automatic,Fourth & Above Owner,18.15,2935,53.7,443340
BMW,2009,Female,Trustmark Dealer,Automatic,Second Owner,22.64,1262,125.1,989511
BMW,2008,Male,Individual,Automatic,First Owner,24.43,1280,107.2,320652
Hyundai,2007,Male,Trustmark Dealer,Automatic,Second Owner,21.18,1622,106.3,1239595
Ford,2002,Female,Dealer,Automatic,First Owner,18.12,,50.1,1208789
Hyundai,2015,Male,Dealer,Automatic,Third Owner,19.08,3058,75.1,571574
Toyota,2013,Female,Trustmark Dealer,Manual,Fourth & Above Owner,18.05,1043,81.6,943851
BMW,2008,Male,Trustmark Dealer,Manual,Fourth & Above Owner,13.9,1038,41.7,479872
Maruti,2020,Male,Dealer,Automatic,Fourth & Above Owner,18.1,2020,112.2,903986
Maruti,2010,Male,Dealer,Automatic,Second Owner,12.66,1568,126.3,547207
Ford,2002,Female,Individual,Automatic,Fourth & Above Owner,17.5,1034,141.5,214368
Toyota,2004,Female,Individual,Automatic,First Owner,24.54,3034,63.9,-459845
Honda,2009,Male,Dealer,Automatic,Second Owner,21.29,1296,92.9,519386
Toyota,2012,Male,Individual,Manual,Third Owner,14.31,2319,123.1,683719
Maruti,2003,Female,Trustmark Dealer,Automatic,Second Owner,17.71,2703,83.7,999095
Maruti,2012,Female,Trustmark Dealer,Automatic,Third Owner,14.66,,75.8,610988
BMW,2011,Male,Dealer,Manual,Second Owner,17.75,2434,43.3,900873
Toyota,2004,Female,Trustmark Dealer,Manual,Fourth & Above Owner,22.16,1735,118.3,463818
Toyota,2009,Male,Individual,Manual,Third Owner,20.61,2068,89.5,498816
Maruti,2008,Male,Individual,Automatic,Fourth & Above Owner,27.94,3160,71.8,916211
Honda,2019,Female,Dealer,Automatic,Second Owner,22.77,1618,97.1,-139402
Ford,2006,Female,Individual,Automatic,Third Owner,18.82,821,93.8,603895
Audi,2001,Female,Dealer,Automatic,First Owner,20.71,2915,94.2,480012
Ford,2021,Male,Individual,Automatic,First Owner,17.19,3239,,1008183
Toyota,2022,Female,Individual,Manual,Second Owner,13.49,1888,130.6,441526
Ford,2006,Male,Individual,Automatic,Third Owner,23.22,2627,86.7,754975
Maruti,2007,Female,Dealer,Automatic,First Owner,22.04,2790,130.5,2629365
Maruti,2006,Female,Dealer,Automatic,Fourth & Above Owner,17.04,1528,104.1,152221
Toyota,2020,Male,Individual,Manual,Fourth & Above Owner,19.1,3388,98.8,558189
Toyota,2022,Male,Individual,Automatic,Second Owner,,3415,87.2,470509
Audi,2013,Male,Individual,Automatic,Fourth & Above Owner,,2673,114.3,883888
Audi,2018,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,12.15,1011,92.8,802525
BMW,2004,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.97,2573,66.7,530039
Toyota,2022,Male,Individual,Manual,First Owner,17.33,999,65.9,285778
Honda,2017,Female,Trustmark Dealer,Manual,Third Owner,22.45,1786,100.6,911444
Ford,2019,Female,Individual,Manual,Second Owner,22.12,,67.3,579704
Toyota,2011,Male,Trustmark Dealer,Automatic,Third Owner,23.27,2246,88.4,114487
Hyundai,2022,Male,Trustmark Dealer,Manual,Third Owner,13.53,1730,116.4,140286
BMW,2016,Female,Individual,Manual,Third Owner,14.86,2836,97.6,731290
Hyundai,2012,Female,Dealer,Automatic,First Owner,22.46,2285,71.9,217258
Maruti,2001,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,15.63,2891,125.2,1157894
Audi,2012,Male,Dealer,Manual,Second Owner,11.91,2254,103.7,318879
Ford,2006,Female,Trustmark Dealer,Manual,Third Owner,20.13,967,115.4,599892
Toyota,2009,Male,Dealer,Manual,Fourth & Above Owner,15.81,3134,33.3,647734
Hyundai,2022,Female,Dealer,Manual,First Owner,25.16,3184,98.3,381187
Ford,2005,Male,Individual,Automatic,Third Owner,19.18,1385,111.1,-71948
Maruti,2002,Male,Dealer,Automatic,Fourth & Above Owner,18.64,2715,132.5,657269
Audi,2002,Female,Trustmark Dealer,Manual,First Owner,16.52,3030,53.4,374028
Honda,2017,Male,Individual,Manual,Fourth & Above Owner,24.36,815,120.2,634962
BMW,2010,Female,Individual,Manual,Second Owner,,2403,131.1,563301
Ford,2021,Female,Individual,Automatic,Fourth & Above Owner,16.37,1636,39.6,678987
Ford,2019,Male,Dealer,Automatic,Fourth & Above Owner,14.82,2957,,1068561
Honda,2004,Male,Dealer,Automatic,Second Owner,17.71,2376,105.4,436145
Ford,2018,Female,Trustmark Dealer,Manual,Second Owner,14.09,1105,81.8,459347
Maruti,2021,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,22.12,2853,77.7,100261
Maruti,2018,Female,Trustmark Dealer,Manual,Second Owner,10.77,2516,106.7,541445
Honda,2014,Female,Trustmark Dealer,Manual,Fourth & Above Owner,17.44,1160,74.6,722961
BMW,2015,Male,Trustmark Dealer,Automatic,Third Owner,20.44,2008,84.6,454952
Toyota,2008,Male,Individual,Manual,Fourth & Above Owner,19.37,2658,110.3,724929
Hyundai,2003,Female,Dealer,Automatic,First Owner,15.13,2771,133.9,546747
Toyota,2014,Female,Individual,Automatic,Second Owner,20.64,1923,103.4,209320
Ford,2011,Female,Dealer,Manual,Third Owner,14.46,1913,93.3,693596
Hyundai,2022,Female,Individual,Manual,Second Owner,17.91,1783,77.1,538250
Honda,2002,Female,Dealer,Automatic,Second Owner,20.61,2069,64.7,636827
Honda,2022,Female,Trustmark Dealer,Automatic,Second Owner,19.85,2962,117.7,429915
BMW,2013,Female,Individual,Automatic,First Owner,15.3,3123,86.2,403379
Hyundai,2016,Female,Trustmark Dealer,Automatic,First Owner,,2927,118.8,647223
Maruti,2018,Male,Individual,Automatic,Fourth & Above Owner,18.35,978,81.8,530820
Hyundai,2005,Male,Individual,Automatic,First Owner,20.97,1360,73.8,1117283
Ford,2003,Female,Individual,Automatic,Second Owner,24.12,3356,100.5,839619
Maruti,2006,Female,Trustmark Dealer,Manual,Third Owner,22.47,3107,88.1,763501
Audi,2018,Male,Trustmark Dealer,Automatic,Third Owner,22.48,2609,59.9,546756
Audi,2016,Female,Individual,Manual,Third Owner,18.77,1091,135.4,-7807
Audi,2015,Female,Individual,Manual,Second Owner,21.18,1090,74.3,357722
Honda,2014,Female,Individual,Automatic,First Owner,18.85,1341,113.2,405812
Hyundai,2021,Female,Individual,Automatic,Third Owner,13.16,2709,111,517505
Audi,2007,Male,Trustmark Dealer,Automatic,Second Owner,19.21,1393,58.5,589992
Toyota,2018,Female,Dealer,Automatic,Second Owner,19.03,2228,64.9,796822
BMW,2007,Male,Dealer,Automatic,Third Owner,,1747,82.5,681944
Toyota,2017,Male,Individual,Manual,Third Owner,17.49,3327,68.4,947761
Audi,2015,Male,Individual,Manual,Fourth & Above Owner,14.95,2148,133.2,506429
BMW,2019,Male,Dealer,Automatic,Fourth & Above Owner,20.63,1180,85,677149
Ford,2018,Male,Dealer,Automatic,Second Owner,12.75,2504,112.2,703153
Toyota,2009,Male,Individual,Automatic,Fourth & Above Owner,23.84,1109,102.8,673718
Hyundai,2016,Male,Individual,Automatic,Fourth & Above Owner,17.07,2493,96.6,984567
Hyundai,2012,Female,Dealer,Manual,Third Owner,18.98,2298,91,841132
Toyota,2012,Male,Trustmark Dealer,Manual,Fourth & Above Owner,,3272,120.9,204179
Audi,2006,Male,Individual,Manual,Second Owner,20.36,1965,69.4,565701
Hyundai,2009,Male,Dealer,Automatic,Third Owner,12.36,1460,133.2,595808
Ford,2001,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,21.3,3073,57.8,1245462
Maruti,2003,Female,Dealer,Automatic,Fourth & Above Owner,19.21,2297,109.5,501063
Audi,2005,Female,Individual,Manual,Fourth & Above Owner,15.46,2872,54.9,305255
Ford,2017,Female,Dealer,Manual,First Owner,15,2942,82.1,731498
BMW,2022,Male,Individual,Manual,Fourth & Above Owner,16.66,3355,92.3,749096
Ford,2005,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,12.81,1364,77.8,577868
Audi,2022,Female,Trustmark Dealer,Manual,Second Owner,,2405,85.5,533922
BMW,2016,Female,Individual,Automatic,Fourth & Above Owner,23.94,1999,55.3,884671
Audi,2013,Female,Individual,Manual,First Owner,19.81,1443,65.3,343921
Hyundai,2010,Female,Individual,Automatic,Third Owner,17.11,2231,102.5,497714
Maruti,2018,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,17.21,3337,90.7,443355
Audi,2001,Male,Dealer,Automatic,Fourth & Above Owner,21.03,2750,72.7,928168
Audi,2002,Female,Individual,Automatic,Second Owner,25.03,1258,123.1,685648
Hyundai,2010,Male,Trustmark Dealer,Manual,Fourth & Above Owner,15.72,1137,59.5,280502
Honda,2005,Male,Trustmark Dealer,Manual,Fourth & Above Owner,,,81,310648
Hyundai,2013,Male,Dealer,Manual,Fourth & Above Owner,24.19,,77.4,1162025
BMW,2018,Female,Individual,Automatic,Fourth & Above Owner,10.85,1144,,924965
Hyundai,2015,Female,Dealer,Manual,Third Owner,13.97,1375,91.2,852465
Hyundai,2020,Male,Individual,Automatic,Second Owner,17.01,2370,87.3,603674
Maruti,2021,Female,Individual,Manual,Third Owner,11.76,2347,43.9,1052542
Hyundai,2006,Female,Individual,Manual,First Owner,22.45,1742,111.6,268979
Audi,2007,Female,Dealer,Automatic,Fourth & Above Owner,21.43,1145,84.6,825890
Maruti,2018,Female,Trustmark Dealer,Automatic,First Owner,15.7,1124,92.9,467018
Toyota,2019,Female,Trustmark Dealer,Automatic,Third Owner,23.12,3314,71.3,525332
Honda,2015,Female,Trustmark Dealer,Manual,First Owner,23.8,2938,67.4,817737
Maruti,2021,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,17.55,1093,127.5,556933
BMW,2006,Female,Individual,Manual,First Owner,,1323,45.7,469590
Toyota,2008,Female,Dealer,Manual,Third Owner,27.04,1058,63.6,1354359
Maruti,2012,Male,Individual,Manual,Fourth & Above Owner,20.88,1910,127,4096
Maruti,2000,Male,Individual,Automatic,Second Owner,19.03,2317,106,828961
Honda,2007,Male,Dealer,Manual,Third Owner,,3033,81.9,298011
Audi,2021,Female,Individual,Automatic,Fourth & Above Owner,19.21,3191,121.2,1157523
BMW,2003,Female,Dealer,Automatic,Second Owner,15.98,1620,101.2,513716
Ford,2002,Female,Individual,Manual,First Owner,18.32,2692,95.8,992832
Ford,2002,Female,Trustmark Dealer,Manual,First Owner,22.15,2339,95.6,57291
Maruti,2021,Male,Individual,Manual,First Owner,10.03,1368,101.6,819445
Hyundai,2012,Female,Individual,Manual,Fourth & Above Owner,16.85,1308,102.6,896567
BMW,2007,Male,Individual,Automatic,First Owner,23.53,2363,144.9,991069
Toyota,2006,Female,Individual,Automatic,First Owner,15.95,2863,85.1,141588
Hyundai,2000,Male,Individual,Automatic,Second Owner,24.18,1324,85.9,389184
Hyundai,2015,Female,Dealer,Automatic,Second Owner,23.66,3047,59.1,772953
BMW,2005,Female,Trustmark Dealer,Automatic,Second Owner,17.74,2007,88.7,644533
Audi,2006,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,15.73,1108,136.6,688008
Maruti,2011,Female,Dealer,Automatic,Third Owner,16.85,2639,114.6,491914
Maruti,2022,Female,Dealer,Automatic,First Owner,28.66,2183,76.4,1065240
Maruti,2008,Female,Individual,Automatic,First Owner,25.5,3106,90.8,1382540
Maruti,2010,Male,Individual,Manual,Fourth & Above Owner,18.5,2742,57.6,631194
Ford,2009,Male,Individual,Manual,First Owner,15.57,1980,65.8,736026
Maruti,2020,Male,Dealer,Automatic,Fourth & Above Owner,,,93.7,616873
Ford,2000,Male,Individual,Automatic,Fourth & Above Owner,18.98,1844,77.6,985216
Ford,2017,Female,Dealer,Manual,Fourth & Above Owner,13.03,3486,63.9,848735
Audi,2003,Male,Individual,Manual,Third Owner,18.32,1811,102.2,280086
Maruti,2004,Female,Dealer,Manual,Fourth & Above Owner,23.29,1149,87.9,416189
Honda,2008,Female,Trustmark Dealer,Automatic,Third Owner,10.8,1760,50.8,297211
Toyota,2016,Male,Dealer,Manual,Third Owner,,1237,38.1,1408447
Hyundai,2002,Female,Individual,Manual,First Owner,,1255,75.7,790594
Ford,2015,Male,Dealer,Manual,Second Owner,15.76,3471,50.3,421294
BMW,2004,Male,Individual,Manual,Third Owner,24.78,2369,,397334
BMW,2015,Female,Individual,Manual,Third Owner,15.24,,118.2,841569
Toyota,2002,Male,Individual,Automatic,Second Owner,19.76,2275,87.6,871476
BMW,2019,Male,Individual,Manual,Third Owner,16.77,2418,83.4,839432
Honda,2014,Female,Individual,Automatic,Second Owner,16.77,2312,85.3,472333
BMW,2002,Male,Trustmark Dealer,Manual,First Owner,15.53,1442,61.6,691753
Hyundai,2019,Female,Trustmark Dealer,Manual,Fourth & Above Owner,20.79,1191,,1899825
Hyundai,2013,Female,Individual,Manual,Second Owner,21.4,3421,,319122
Ford,2015,Male,Dealer,Manual,Fourth & Above Owner,17.74,2880,71.1,322052
Maruti,2016,Female,Dealer,Manual,Second Owner,12.56,1720,74.8,723590
Audi,2019,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,19.61,2423,59.3,658935
Honda,2022,Male,Trustmark Dealer,Automatic,First Owner,19.69,2745,79.8,766006
Ford,2017,Female,Individual,Automatic,Third Owner,17.13,3257,84,837307
Honda,2017,Male,Dealer,Automatic,First Owner,25.47,1914,79.2,1049815
Maruti,2021,Female,Dealer,Automatic,Third Owner,11.74,1212,91.4,367229
BMW,2013,Male,Individual,Automatic,Fourth & Above Owner,9.13,3146,88,789071
BMW,2017,Male,Dealer,Automatic,Fourth & Above Owner,15.08,2588,95.8,824760
Audi,2014,Female,Trustmark Dealer,Manual,Third Owner,20.84,,113.6,506361
Maruti,2014,Female,Individual,Automatic,Second Owner,13.78,1060,104.8,636559
Ford,2005,Male,Dealer,Manual,First Owner,14.08,2813,113.9,514032
Audi,2014,Male,Dealer,Manual,Second Owner,21.8,2135,68.8,1232577
Maruti,2017,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,19.85,1758,77.3,631456
Toyota,2003,Male,Individual,Manual,First Owner,19.51,2648,106.3,735452
Hyundai,2022,Female,Trustmark Dealer,Manual,First Owner,21.13,2838,106.8,520805
Audi,2007,Female,Dealer,Automatic,Second Owner,16.3,1988,73,456110
Audi,2014,Male,Individual,Manual,Third Owner,,1134,105.3,209399
Ford,2002,Female,Trustmark Dealer,Automatic,Third Owner,21.24,1603,66.4,929961
Honda,2014,Female,Trustmark Dealer,Manual,First Owner,12.62,3237,102,830531
Toyota,2012,Male,Individual,Automatic,Third Owner,,1771,89.3,509671
Ford,2008,Male,Dealer,Manual,Fourth & Above Owner,16.27,1894,55.4,329889
Maruti,2001,Male,Individual,Automatic,Second Owner,21.72,1740,79.1,653973
Maruti,2007,Female,Trustmark Dealer,Manual,Second Owner,19.02,1702,144.6,450691
Maruti,2019,Female,Trustmark Dealer,Automatic,Second Owner,21.43,2068,95.1,533387
Maruti,2016,Female,Individual,Manual,First Owner,9.93,823,147.5,220932
Honda,2012,Male,Individual,Manual,First Owner,19.26,1356,53.9,665121
Toyota,2000,Female,Individual,Automatic,Third Owner,20.62,3250,108.8,671101
BMW,2001,Female,Individual,Manual,Second Owner,12.6,2196,26.6,928417
Hyundai,2014,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,21.45,3288,90,554778
Honda,2011,Male,Individual,Manual,Fourth & Above Owner,17.55,2676,105.8,499931
Honda,2013,Female,Individual,Manual,Second Owner,30.29,2557,110.9,132972
BMW,2001,Female,Trustmark Dealer,Automatic,First Owner,9.29,1681,70,930288
BMW,2017,Female,Trustmark Dealer,Manual,First Owner,23.48,2678,116,867847
Hyundai,2021,Female,Trustmark Dealer,Automatic,First Owner,16.42,2042,76.7,608622
Hyundai,2006,Male,Individual,Manual,Fourth & Above Owner,11.53,3332,85.9,201231
BMW,2022,Female,Individual,Manual,Second Owner,15.89,2041,79.2,235642
Maruti,2005,Male,Dealer,Manual,Fourth & Above Owner,19.11,2878,,435868
Honda,2013,Male,Individual,Manual,Second Owner,22.15,3169,129.2,889568
Ford,2007,Male,Dealer,Automatic,Fourth & Above Owner,24.89,2073,91.2,687101
Hyundai,2021,Female,Individual,Automatic,Fourth & Above Owner,23.69,1365,117.2,151993
Hyundai,2001,Male,Trustmark Dealer,Manual,Third Owner,14.14,2857,116.1,721264
BMW,2016,Female,Dealer,Manual,Fourth & Above Owner,22.52,1477,65.8,348256
Toyota,2004,Female,Dealer,Automatic,Second Owner,19.57,,120.4,443336
Ford,2013,Female,Trustmark Dealer,Manual,Fourth & Above Owner,15.38,1084,102.6,891521
Ford,2019,Female,Dealer,Automatic,Third Owner,,3000,64,829651
Hyundai,2020,Female,Individual,Manual,Third Owner,15.16,,,927930
Maruti,2020,Male,Dealer,Manual,Second Owner,18.15,1170,64.4,593060
Toyota,2021,Female,Trustmark Dealer,Automatic,Third Owner,,3148,130.2,864907
Ford,2002,Female,Individual,Manual,Third Owner,13.89,2640,110.3,424159
Hyundai,2004,Female,Dealer,Automatic,First Owner,19.92,2678,88.2,522730
Ford,2015,Female,Individual,Automatic,Second Owner,20.51,2993,121.6,502112
Audi,2017,Male,Dealer,Automatic,Third Owner,,2410,50.5,607160
Toyota,2016,Female,Trustmark Dealer,Automatic,Third Owner,23.47,940,71.3,214053
Toyota,2010,Male,Dealer,Automatic,Third Owner,16.96,2931,83.7,532499
Audi,2016,Female,Trustmark Dealer,Automatic,Second Owner,16.79,1929,145.9,1035497
Honda,2015,Male,Individual,Manual,First Owner,20.64,2427,63.2,272242
Audi,2022,Male,Individual,Automatic,Fourth & Above Owner,17.47,2178,47.3,201204
BMW,2001,Male,Individual,Automatic,First Owner,18.34,2868,53.9,225394
BMW,2003,Female,Dealer,Manual,Second Owner,7.92,2044,112.7,4195674
Hyundai,2020,Male,Trustmark Dealer,Automatic,Second Owner,18.07,1910,75.1,739456
Toyota,2006,Female,Dealer,Manual,Second Owner,10.69,2515,86,518920
Honda,2001,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,13.12,1252,109.1,620496
Honda,2005,Female,Trustmark Dealer,Automatic,Second Owner,12.66,1141,86,668292
Ford,2016,Male,Individual,Automatic,First Owner,13.83,1192,95.1,407865
Ford,2006,Female,Trustmark Dealer,Manual,Third Owner,15.8,2175,103.4,444835
Audi,2004,Male,Dealer,Manual,Third Owner,16.05,2069,79.2,552695
Honda,2004,Male,Individual,Automatic,Second Owner,20.66,2509,85.8,382573
Audi,2019,Male,Trustmark Dealer,Automatic,Second Owner,18.89,1770,96,1442760
Audi,2015,Female,Dealer,Manual,Fourth & Above Owner,10.4,2406,111.7,705927
Ford,2018,Male,Dealer,Manual,Third Owner,18.33,3005,70.2,300854
Toyota,2008,Male,Individual,Manual,Fourth & Above Owner,19.27,1498,,1382985
Audi,2004,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,,965,107,825947
